,Transported,CryoSleep,Age,VIP,,Transported',,VIP,Age,CryoSleep,B_0
7355,1,1,37,0,,"0,2823532023",FALSE,,,,
7356,1,1,18,0,,"0,1373610173",FALSE,,,,
7361,1,1,1,0,,"0,007631167629",FALSE,,,,
7362,1,0,7,0,,"0,0534181734",FALSE,,,,
7364,1,0,19,0,,"0,144992185",FALSE,,,,
7365,1,1,26,0,,"0,1984103584",FALSE,,,,
7371,1,0,10,0,,"0,07631167629",FALSE,,,,
7372,1,1,38,0,,"0,2899843699",FALSE,,,,
7374,1,1,26,0,,"0,1984103584",FALSE,,,,
7376,1,0,29,0,,"0,2213038612",FALSE,,,,
7377,1,1,35,0,,"0,267090867",FALSE,,,,
7379,1,1,17,0,,"0,1297298497",FALSE,,,,
7380,1,1,16,0,,"0,1220986821",FALSE,,,,
7381,1,1,2,0,,"0,01526233526",FALSE,,,,
7383,1,0,18,0,,"0,1373610173",FALSE,,,,
7384,1,0,29,0,,"0,2213038612",FALSE,,,,
7386,1,1,43,1,,"0,3729123303",TRUE,,,,
7389,1,1,1,0,,"0,007631167629",FALSE,,,,
7390,1,1,36,0,,"0,2747220347",FALSE,,,,
7392,1,1,17,0,,"0,1297298497",FALSE,,,,
7396,1,1,53,0,,"0,4044518844",TRUE,,,,
7397,1,0,26,0,,"0,1984103584",FALSE,,,,
7399,1,1,48,0,,"0,3662960462",TRUE,,,,
7401,1,1,25,0,,"0,1907791907",FALSE,,,,
7402,1,1,25,0,,"0,1907791907",FALSE,,,,
7404,1,1,27,0,,"0,206041526",FALSE,,,,
7407,1,0,47,0,,"0,3586648786",TRUE,,,,
7409,1,1,24,0,,"0,1831480231",FALSE,,,,
7411,1,1,42,0,,"0,3205090404",TRUE,,,,
7416,1,1,13,0,,"0,09920517918",FALSE,,,,
7417,1,0,41,0,,"0,3128778728",TRUE,,,,
7420,1,0,9,0,,"0,06868050866",FALSE,,,,
7422,1,1,30,0,,"0,2289350289",FALSE,,,,
7426,1,1,16,0,,"0,1220986821",FALSE,,,,
7427,1,0,36,1,,"0,3194941569",TRUE,,,,
7429,1,1,39,0,,"0,2976155375",FALSE,,,,
7430,1,1,21,0,,"0,1602545202",FALSE,,,,
7431,1,0,24,0,,"0,1831480231",FALSE,,,,
7435,1,1,27,0,,"0,206041526",FALSE,,,,
7436,1,0,22,0,,"0,1678856878",FALSE,,,,
7437,1,1,26,0,,"0,1984103584",FALSE,,,,
7442,1,1,18,0,,"0,1373610173",FALSE,,,,
7443,1,1,34,0,,"0,2594596994",FALSE,,,,
7447,1,0,55,0,,"0,4197142196",TRUE,,,,
7448,1,0,18,0,,"0,1373610173",FALSE,,,,
7449,1,1,33,0,,"0,2518285318",FALSE,,,,
7451,1,1,31,0,,"0,2365661965",FALSE,,,,
7454,1,1,13,0,,"0,09920517918",FALSE,,,,
7458,1,1,18,0,,"0,1373610173",FALSE,,,,
7459,1,1,53,0,,"0,4044518844",TRUE,,,,
7460,1,0,4,0,,"0,03052467052",FALSE,,,,
7461,1,1,24,0,,"0,1831480231",FALSE,,,,
7462,1,0,23,0,,"0,1755168555",FALSE,,,,
7463,1,0,1,0,,"0,007631167629",FALSE,,,,
7464,1,0,18,1,,"0,1821331396",FALSE,,,,
7467,1,1,49,0,,"0,3739272138",TRUE,,,,
7469,1,1,21,0,,"0,1602545202",FALSE,,,,
7470,1,1,40,0,,"0,3052467052",FALSE,,,,
7471,1,1,47,1,,"0,4034370009",TRUE,,,,
7473,1,1,36,0,,"0,2747220347",FALSE,,,,
7475,1,1,26,0,,"0,1984103584",FALSE,,,,
7476,1,0,0,0,,0,FALSE,,,,
7477,1,1,14,0,,"0,1068363468",FALSE,,,,
7478,1,0,7,0,,"0,0534181734",FALSE,,,,
7479,1,1,50,0,,"0,3815583815",TRUE,,,,
7481,1,1,17,0,,"0,1297298497",FALSE,,,,
7485,1,0,24,0,,"0,1831480231",FALSE,,,,
7486,1,0,59,0,,"0,4502388901",TRUE,,,,
7487,1,1,24,0,,"0,1831480231",FALSE,,,,
7489,1,1,28,0,,"0,2136726936",FALSE,,,,
7490,1,1,38,0,,"0,2899843699",FALSE,,,,
7491,1,1,2,0,,"0,01526233526",FALSE,,,,
7493,1,1,32,0,,"0,2441973641",FALSE,,,,
7496,1,1,18,0,,"0,1373610173",FALSE,,,,
7499,1,0,14,0,,"0,1068363468",FALSE,,,,
7500,1,1,26,0,,"0,1984103584",FALSE,,,,
7502,1,0,29,0,,"0,2213038612",FALSE,,,,
7503,1,1,29,0,,"0,2213038612",FALSE,,,,
7508,1,1,35,0,,"0,267090867",FALSE,,,,
7509,1,1,25,0,,"0,1907791907",FALSE,,,,
7510,1,1,40,0,,"0,3052467052",FALSE,,,,
7513,1,1,35,0,,"0,267090867",FALSE,,,,
7517,1,1,27,0,,"0,206041526",FALSE,,,,
7518,1,1,26,0,,"0,1984103584",FALSE,,,,
7520,1,0,45,0,,"0,3434025433",TRUE,,,,
7521,1,0,29,1,,"0,2660759835",FALSE,,,,
7522,1,0,39,1,,"0,3423876598",TRUE,,,,
7523,1,1,37,0,,"0,2823532023",FALSE,,,,
7524,1,1,22,0,,"0,1678856878",FALSE,,,,
7527,1,1,1,0,,"0,007631167629",FALSE,,,,
7528,1,1,0,0,,0,FALSE,,,,
7535,1,0,28,0,,"0,2136726936",FALSE,,,,
7536,1,1,65,0,,"0,4960258959",TRUE,,,,
7537,1,1,26,0,,"0,1984103584",FALSE,,,,
7541,1,1,37,0,,"0,2823532023",FALSE,,,,
7543,1,1,40,0,,"0,3052467052",FALSE,,,,
7544,1,0,0,0,,0,FALSE,,,,
7546,1,1,23,0,,"0,1755168555",FALSE,,,,
7549,1,1,60,0,,"0,4578700578",TRUE,,,,
7550,1,0,53,0,,"0,4044518844",TRUE,,,,
7551,1,1,26,0,,"0,1984103584",FALSE,,,,
7558,1,0,21,0,,"0,1602545202",FALSE,,,,
7559,1,0,39,0,,"0,2976155375",FALSE,,,,
7561,1,0,20,0,,"0,1526233526",FALSE,,,,
7565,1,1,44,0,,"0,3357713757",TRUE,,,,
7566,1,0,62,0,,"0,473132393",TRUE,,,,
7569,1,0,19,0,,"0,144992185",FALSE,,,,
7571,1,0,31,0,,"0,2365661965",FALSE,,,,
7572,1,1,33,1,,"0,2966006541",FALSE,,,,
7574,1,0,60,0,,"0,4578700578",TRUE,,,,
7575,1,1,41,0,,"0,3128778728",TRUE,,,,
7577,1,0,44,0,,"0,3357713757",TRUE,,,,
7578,1,1,18,0,,"0,1373610173",FALSE,,,,
7579,1,0,26,0,,"0,1984103584",FALSE,,,,
7583,1,1,49,0,,"0,3739272138",TRUE,,,,
7587,1,1,31,0,,"0,2365661965",FALSE,,,,
7588,1,1,40,0,,"0,3052467052",FALSE,,,,
7590,1,1,17,0,,"0,1297298497",FALSE,,,,
7592,1,1,54,1,,"0,4568551743",TRUE,,,,
7595,1,1,20,0,,"0,1526233526",FALSE,,,,
7597,1,0,36,0,,"0,2747220347",FALSE,,,,
7598,1,1,25,0,,"0,1907791907",FALSE,,,,
7600,1,0,37,0,,"0,2823532023",FALSE,,,,
7604,1,1,24,0,,"0,1831480231",FALSE,,,,
7605,1,1,13,0,,"0,09920517918",FALSE,,,,
7606,1,0,4,0,,"0,03052467052",FALSE,,,,
7613,1,1,22,0,,"0,1678856878",FALSE,,,,
7615,1,1,22,0,,"0,1678856878",FALSE,,,,
7616,1,1,26,0,,"0,1984103584",FALSE,,,,
7620,1,0,25,0,,"0,1907791907",FALSE,,,,
7621,1,1,24,0,,"0,1831480231",FALSE,,,,
7622,1,1,38,0,,"0,2899843699",FALSE,,,,
7623,1,0,18,0,,"0,1373610173",FALSE,,,,
7624,1,1,45,0,,"0,3434025433",TRUE,,,,
7626,1,0,28,0,,"0,2136726936",FALSE,,,,
7627,1,0,5,0,,"0,03815583815",FALSE,,,,
7629,1,1,2,0,,"0,01526233526",FALSE,,,,
7631,1,0,0,0,,0,FALSE,,,,
7634,1,1,3,0,,"0,02289350289",FALSE,,,,
7635,1,1,49,0,,"0,3739272138",TRUE,,,,
7640,1,0,0,0,,0,FALSE,,,,
7643,1,1,10,0,,"0,07631167629",FALSE,,,,
7644,1,0,1,0,,"0,007631167629",FALSE,,,,
7645,1,0,9,0,,"0,06868050866",FALSE,,,,
7652,1,1,23,0,,"0,1755168555",FALSE,,,,
7658,1,0,18,0,,"0,1373610173",FALSE,,,,
7659,1,1,28,0,,"0,2136726936",FALSE,,,,
7660,1,1,38,0,,"0,2899843699",FALSE,,,,
7662,1,0,44,0,,"0,3357713757",TRUE,,,,
7663,1,1,38,0,,"0,2899843699",FALSE,,,,
7666,1,1,18,0,,"0,1373610173",FALSE,,,,
7668,1,0,4,0,,"0,03052467052",FALSE,,,,
7669,1,1,0,0,,0,FALSE,,,,
7673,1,1,43,0,,"0,3281402081",TRUE,,,,
7676,1,0,18,0,,"0,1373610173",FALSE,,,,
7679,1,1,22,0,,"0,1678856878",FALSE,,,,
7680,1,0,4,0,,"0,03052467052",FALSE,,,,
7681,1,0,0,0,,0,FALSE,,,,
7682,1,1,27,0,,"0,206041526",FALSE,,,,
7683,1,0,39,0,,"0,2976155375",FALSE,,,,
7685,1,1,53,0,,"0,4044518844",TRUE,,,,
7687,1,1,24,0,,"0,1831480231",FALSE,,,,
7691,1,1,40,0,,"0,3052467052",FALSE,,,,
7692,1,1,18,0,,"0,1373610173",FALSE,,,,
7693,1,0,57,0,,"0,4349765549",TRUE,,,,
7695,1,1,26,0,,"0,1984103584",FALSE,,,,
7698,1,1,30,0,,"0,2289350289",FALSE,,,,
7699,1,0,18,0,,"0,1373610173",FALSE,,,,
7701,1,1,33,0,,"0,2518285318",FALSE,,,,
7703,1,0,29,0,,"0,2213038612",FALSE,,,,
7704,1,1,34,0,,"0,2594596994",FALSE,,,,
7706,1,0,18,0,,"0,1373610173",FALSE,,,,
7709,1,1,3,0,,"0,02289350289",FALSE,,,,
7710,1,1,37,0,,"0,2823532023",FALSE,,,,
7711,1,1,1,0,,"0,007631167629",FALSE,,,,
7712,1,0,27,0,,"0,206041526",FALSE,,,,
7713,1,1,15,0,,"0,1144675144",FALSE,,,,
7714,1,0,33,0,,"0,2518285318",FALSE,,,,
7724,1,0,20,0,,"0,1526233526",FALSE,,,,
7727,1,0,23,0,,"0,1755168555",FALSE,,,,
7730,1,1,35,0,,"0,267090867",FALSE,,,,
7734,1,1,27,0,,"0,206041526",FALSE,,,,
7739,1,0,8,0,,"0,06104934103",FALSE,,,,
7740,1,1,4,0,,"0,03052467052",FALSE,,,,
7742,1,0,21,0,,"0,1602545202",FALSE,,,,
7744,1,1,10,0,,"0,07631167629",FALSE,,,,
7746,1,1,25,0,,"0,1907791907",FALSE,,,,
7747,1,1,40,0,,"0,3052467052",FALSE,,,,
7749,1,0,38,0,,"0,2899843699",FALSE,,,,
7750,1,0,19,0,,"0,144992185",FALSE,,,,
7751,1,0,0,0,,0,FALSE,,,,
7752,1,1,4,0,,"0,03052467052",FALSE,,,,
7753,1,1,29,0,,"0,2213038612",FALSE,,,,
7755,1,1,32,0,,"0,2441973641",FALSE,,,,
7756,1,1,26,0,,"0,1984103584",FALSE,,,,
7757,1,1,23,0,,"0,1755168555",FALSE,,,,
7758,1,1,32,0,,"0,2441973641",FALSE,,,,
7759,1,0,31,0,,"0,2365661965",FALSE,,,,
7760,1,0,34,0,,"0,2594596994",FALSE,,,,
7767,1,1,18,0,,"0,1373610173",FALSE,,,,
7768,1,1,39,0,,"0,2976155375",FALSE,,,,
7769,1,1,62,0,,"0,473132393",TRUE,,,,
7772,1,1,12,0,,"0,09157401155",FALSE,,,,
7773,1,0,27,0,,"0,206041526",FALSE,,,,
7775,1,0,0,0,,0,FALSE,,,,
7778,1,0,6,0,,"0,04578700578",FALSE,,,,
7779,1,1,29,0,,"0,2213038612",FALSE,,,,
7781,1,0,27,1,,"0,2508136483",FALSE,,,,
7782,1,1,34,0,,"0,2594596994",FALSE,,,,
7783,1,1,36,0,,"0,2747220347",FALSE,,,,
7786,1,0,29,1,,"0,2660759835",FALSE,,,,
7790,1,1,11,0,,"0,08394284392",FALSE,,,,
7793,1,1,0,0,,0,FALSE,,,,
7795,1,1,19,0,,"0,144992185",FALSE,,,,
7798,1,1,52,0,,"0,3968207167",TRUE,,,,
7799,1,0,55,0,,"0,4197142196",TRUE,,,,
7805,1,1,19,0,,"0,144992185",FALSE,,,,
7807,1,1,14,0,,"0,1068363468",FALSE,,,,
7809,1,1,30,0,,"0,2289350289",FALSE,,,,
7810,1,1,21,0,,"0,1602545202",FALSE,,,,
7812,1,1,17,0,,"0,1297298497",FALSE,,,,
7816,1,0,48,0,,"0,3662960462",TRUE,,,,
7817,1,1,33,0,,"0,2518285318",FALSE,,,,
7820,1,1,29,0,,"0,2213038612",FALSE,,,,
7821,1,0,38,0,,"0,2899843699",FALSE,,,,
7822,1,1,16,0,,"0,1220986821",FALSE,,,,
7825,1,1,47,0,,"0,3586648786",TRUE,,,,
7826,1,1,15,0,,"0,1144675144",FALSE,,,,
7827,1,1,13,0,,"0,09920517918",FALSE,,,,
7829,1,1,17,0,,"0,1297298497",FALSE,,,,
7830,1,1,31,0,,"0,2365661965",FALSE,,,,
7831,1,0,19,0,,"0,144992185",FALSE,,,,
7834,1,1,25,0,,"0,1907791907",FALSE,,,,
7837,1,1,2,0,,"0,01526233526",FALSE,,,,
7840,1,1,4,0,,"0,03052467052",FALSE,,,,
7841,1,0,49,0,,"0,3739272138",TRUE,,,,
7842,1,1,61,0,,"0,4655012254",TRUE,,,,
7843,1,0,57,1,,"0,4797486772",TRUE,,,,
7844,1,0,52,0,,"0,3968207167",TRUE,,,,
7846,1,1,37,0,,"0,2823532023",FALSE,,,,
7847,1,0,15,0,,"0,1144675144",FALSE,,,,
7848,1,1,28,0,,"0,2136726936",FALSE,,,,
7852,1,1,25,0,,"0,1907791907",FALSE,,,,
7857,1,0,3,0,,"0,02289350289",FALSE,,,,
7858,1,1,3,0,,"0,02289350289",FALSE,,,,
7860,1,0,57,0,,"0,4349765549",TRUE,,,,
7864,1,0,20,0,,"0,1526233526",FALSE,,,,
7865,1,1,14,0,,"0,1068363468",FALSE,,,,
7870,1,0,22,0,,"0,1678856878",FALSE,,,,
7871,1,1,15,0,,"0,1144675144",FALSE,,,,
7872,1,1,41,0,,"0,3128778728",TRUE,,,,
7873,1,1,31,0,,"0,2365661965",FALSE,,,,
7874,1,1,35,0,,"0,267090867",FALSE,,,,
7875,1,1,48,0,,"0,3662960462",TRUE,,,,
7876,1,1,15,0,,"0,1144675144",FALSE,,,,
7877,1,0,37,0,,"0,2823532023",FALSE,,,,
7882,1,0,15,0,,"0,1144675144",FALSE,,,,
7884,1,0,45,0,,"0,3434025433",TRUE,,,,
7885,1,1,13,0,,"0,09920517918",FALSE,,,,
7887,1,0,19,0,,"0,144992185",FALSE,,,,
7888,1,1,20,0,,"0,1526233526",FALSE,,,,
7890,1,0,27,0,,"0,206041526",FALSE,,,,
7893,1,1,23,0,,"0,1755168555",FALSE,,,,
7895,1,1,24,0,,"0,1831480231",FALSE,,,,
7898,1,0,25,0,,"0,1907791907",FALSE,,,,
7901,1,1,16,0,,"0,1220986821",FALSE,,,,
7905,1,1,46,0,,"0,3510337109",TRUE,,,,
7907,1,0,50,0,,"0,3815583815",TRUE,,,,
7909,1,1,27,0,,"0,206041526",FALSE,,,,
7911,1,1,34,0,,"0,2594596994",FALSE,,,,
7912,1,1,40,0,,"0,3052467052",FALSE,,,,
7913,1,0,36,0,,"0,2747220347",FALSE,,,,
7915,1,1,33,0,,"0,2518285318",FALSE,,,,
7918,1,1,24,0,,"0,1831480231",FALSE,,,,
7919,1,1,19,0,,"0,144992185",FALSE,,,,
7920,1,1,54,0,,"0,412083052",TRUE,,,,
7921,1,0,28,0,,"0,2136726936",FALSE,,,,
7922,1,0,26,1,,"0,2431824807",FALSE,,,,
7925,1,0,21,0,,"0,1602545202",FALSE,,,,
7928,1,1,61,0,,"0,4655012254",TRUE,,,,
7930,1,1,14,0,,"0,1068363468",FALSE,,,,
7932,1,1,23,0,,"0,1755168555",FALSE,,,,
7939,1,0,27,0,,"0,206041526",FALSE,,,,
7944,1,1,60,0,,"0,4578700578",TRUE,,,,
7946,1,1,29,1,,"0,2660759835",FALSE,,,,
7947,1,1,19,0,,"0,144992185",FALSE,,,,
7949,1,1,22,0,,"0,1678856878",FALSE,,,,
7950,1,0,35,0,,"0,267090867",FALSE,,,,
7951,1,0,28,0,,"0,2136726936",FALSE,,,,
7953,1,0,42,0,,"0,3205090404",TRUE,,,,
7954,1,0,37,0,,"0,2823532023",FALSE,,,,
7955,1,0,31,0,,"0,2365661965",FALSE,,,,
7959,1,1,18,0,,"0,1373610173",FALSE,,,,
7960,1,0,44,0,,"0,3357713757",TRUE,,,,
7961,1,1,22,0,,"0,1678856878",FALSE,,,,
7963,1,1,48,0,,"0,3662960462",TRUE,,,,
7964,1,1,2,0,,"0,01526233526",FALSE,,,,
7965,1,0,0,0,,0,FALSE,,,,
7968,1,0,48,0,,"0,3662960462",TRUE,,,,
7970,1,0,20,0,,"0,1526233526",FALSE,,,,
7972,1,0,27,0,,"0,206041526",FALSE,,,,
7974,1,1,26,0,,"0,1984103584",FALSE,,,,
7979,1,1,40,0,,"0,3052467052",FALSE,,,,
7981,1,1,16,1,,"0,1668708044",FALSE,,,,
7985,1,0,33,0,,"0,2518285318",FALSE,,,,
7990,1,1,37,0,,"0,2823532023",FALSE,,,,
7994,1,0,58,0,,"0,4426077225",TRUE,,,,
7996,1,0,25,1,,"0,235551313",FALSE,,,,
7997,1,1,39,0,,"0,2976155375",FALSE,,,,
7998,1,1,40,0,,"0,3052467052",FALSE,,,,
8000,1,0,3,0,,"0,02289350289",FALSE,,,,
8001,1,1,18,0,,"0,1373610173",FALSE,,,,
8002,1,1,18,0,,"0,1373610173",FALSE,,,,
8005,1,0,34,0,,"0,2594596994",FALSE,,,,
8009,1,0,34,1,,"0,3042318217",FALSE,,,,
8010,1,1,18,0,,"0,1373610173",FALSE,,,,
8011,1,1,40,0,,"0,3052467052",FALSE,,,,
8013,1,1,8,0,,"0,06104934103",FALSE,,,,
8015,1,1,29,1,,"0,2660759835",FALSE,,,,
8016,1,1,56,0,,"0,4273453872",TRUE,,,,
8018,1,1,25,1,,"0,235551313",FALSE,,,,
8019,1,1,33,0,,"0,2518285318",FALSE,,,,
8024,1,1,59,0,,"0,4502388901",TRUE,,,,
8028,1,1,22,0,,"0,1678856878",FALSE,,,,
8029,1,1,44,0,,"0,3357713757",TRUE,,,,
8030,1,1,25,0,,"0,1907791907",FALSE,,,,
8031,1,1,23,0,,"0,1755168555",FALSE,,,,
8032,1,0,6,1,,"0,09055912807",FALSE,,,,
8033,1,1,39,0,,"0,2976155375",FALSE,,,,
8041,1,1,21,0,,"0,1602545202",FALSE,,,,
8043,1,1,28,0,,"0,2136726936",FALSE,,,,
8044,1,1,13,1,,"0,1439773015",FALSE,,,,
8046,1,1,33,0,,"0,2518285318",FALSE,,,,
8050,1,0,21,0,,"0,1602545202",FALSE,,,,
8052,1,1,15,0,,"0,1144675144",FALSE,,,,
8055,1,0,10,0,,"0,07631167629",FALSE,,,,
8056,1,0,23,0,,"0,1755168555",FALSE,,,,
8057,1,0,50,0,,"0,3815583815",TRUE,,,,
8058,1,1,13,0,,"0,09920517918",FALSE,,,,
8060,1,1,20,0,,"0,1526233526",FALSE,,,,
8061,1,0,21,0,,"0,1602545202",FALSE,,,,
8063,1,1,16,0,,"0,1220986821",FALSE,,,,
8071,1,1,28,0,,"0,2136726936",FALSE,,,,
8076,1,1,55,0,,"0,4197142196",TRUE,,,,
8077,1,1,28,0,,"0,2136726936",FALSE,,,,
8078,1,0,25,0,,"0,1907791907",FALSE,,,,
8081,1,0,4,0,,"0,03052467052",FALSE,,,,
8082,1,0,3,0,,"0,02289350289",FALSE,,,,
8086,1,0,3,0,,"0,02289350289",FALSE,,,,
8088,1,1,22,0,,"0,1678856878",FALSE,,,,
8093,1,0,23,0,,"0,1755168555",FALSE,,,,
8094,1,1,48,0,,"0,3662960462",TRUE,,,,
8096,1,1,55,0,,"0,4197142196",TRUE,,,,
8098,1,1,15,0,,"0,1144675144",FALSE,,,,
8099,1,1,50,0,,"0,3815583815",TRUE,,,,
8103,1,1,29,1,,"0,2660759835",FALSE,,,,
8104,1,0,39,0,,"0,2976155375",FALSE,,,,
8105,1,0,49,0,,"0,3739272138",TRUE,,,,
8107,1,0,19,0,,"0,144992185",FALSE,,,,
8109,1,0,14,0,,"0,1068363468",FALSE,,,,
8110,1,1,40,1,,"0,3500188275",TRUE,,,,
8113,1,1,6,0,,"0,04578700578",FALSE,,,,
8119,1,1,16,0,,"0,1220986821",FALSE,,,,
8120,1,0,29,0,,"0,2213038612",FALSE,,,,
8122,1,1,27,0,,"0,206041526",FALSE,,,,
8124,1,1,25,1,,"0,235551313",FALSE,,,,
8127,1,0,1,0,,"0,007631167629",FALSE,,,,
8128,1,0,1,0,,"0,007631167629",FALSE,,,,
8131,1,1,21,0,,"0,1602545202",FALSE,,,,
8132,1,0,24,0,,"0,1831480231",FALSE,,,,
8135,1,1,27,0,,"0,206041526",FALSE,,,,
8136,1,1,13,0,,"0,09920517918",FALSE,,,,
8139,1,0,40,0,,"0,3052467052",FALSE,,,,
8140,1,1,35,0,,"0,267090867",FALSE,,,,
8144,1,1,36,1,,"0,3194941569",TRUE,,,,
8149,1,1,14,1,,"0,1516084691",FALSE,,,,
8150,1,0,50,0,,"0,3815583815",TRUE,,,,
8155,1,1,20,0,,"0,1526233526",FALSE,,,,
8156,1,0,23,0,,"0,1755168555",FALSE,,,,
8157,1,1,65,0,,"0,4960258959",TRUE,,,,
8162,1,1,32,0,,"0,2441973641",FALSE,,,,
8166,1,1,18,0,,"0,1373610173",FALSE,,,,
8169,1,0,62,0,,"0,473132393",TRUE,,,,
8174,1,0,25,0,,"0,1907791907",FALSE,,,,
8176,1,1,18,0,,"0,1373610173",FALSE,,,,
8177,1,0,20,0,,"0,1526233526",FALSE,,,,
8178,1,1,14,0,,"0,1068363468",FALSE,,,,
8179,1,0,49,0,,"0,3739272138",TRUE,,,,
8191,1,1,38,0,,"0,2899843699",FALSE,,,,
8192,1,0,28,0,,"0,2136726936",FALSE,,,,
8196,1,0,30,0,,"0,2289350289",FALSE,,,,
8197,1,1,25,0,,"0,1907791907",FALSE,,,,
8198,1,1,24,0,,"0,1831480231",FALSE,,,,
8199,1,0,44,0,,"0,3357713757",TRUE,,,,
8201,1,1,0,0,,0,FALSE,,,,
8205,1,0,0,0,,0,FALSE,,,,
8206,1,0,17,0,,"0,1297298497",FALSE,,,,
8208,1,1,15,0,,"0,1144675144",FALSE,,,,
8211,1,1,24,0,,"0,1831480231",FALSE,,,,
8212,1,0,40,0,,"0,3052467052",FALSE,,,,
8216,1,1,20,0,,"0,1526233526",FALSE,,,,
8218,1,1,36,0,,"0,2747220347",FALSE,,,,
8220,1,0,4,0,,"0,03052467052",FALSE,,,,
8221,1,1,59,0,,"0,4502388901",TRUE,,,,
8224,1,0,23,0,,"0,1755168555",FALSE,,,,
8225,1,0,25,0,,"0,1907791907",FALSE,,,,
8227,1,0,22,0,,"0,1678856878",FALSE,,,,
8228,1,0,6,0,,"0,04578700578",FALSE,,,,
8233,1,0,14,0,,"0,1068363468",FALSE,,,,
8234,1,0,34,0,,"0,2594596994",FALSE,,,,
8235,1,1,3,0,,"0,02289350289",FALSE,,,,
8238,1,0,19,0,,"0,144992185",FALSE,,,,
8240,1,1,29,0,,"0,2213038612",FALSE,,,,
8242,1,0,32,0,,"0,2441973641",FALSE,,,,
8244,1,0,38,0,,"0,2899843699",FALSE,,,,
8250,1,1,48,0,,"0,3662960462",TRUE,,,,
8251,1,1,44,0,,"0,3357713757",TRUE,,,,
8252,1,1,15,0,,"0,1144675144",FALSE,,,,
8253,1,1,29,0,,"0,2213038612",FALSE,,,,
8256,1,1,28,0,,"0,2136726936",FALSE,,,,
8258,1,1,13,0,,"0,09920517918",FALSE,,,,
8259,1,0,45,0,,"0,3434025433",TRUE,,,,
8261,1,1,19,0,,"0,144992185",FALSE,,,,
8263,1,1,21,0,,"0,1602545202",FALSE,,,,
8267,1,0,37,0,,"0,2823532023",FALSE,,,,
8268,1,0,19,1,,"0,1897643072",FALSE,,,,
8270,1,1,21,0,,"0,1602545202",FALSE,,,,
8271,1,1,13,0,,"0,09920517918",FALSE,,,,
8272,1,1,15,0,,"0,1144675144",FALSE,,,,
8277,1,0,18,1,,"0,1821331396",FALSE,,,,
8279,1,1,28,0,,"0,2136726936",FALSE,,,,
8280,1,0,24,0,,"0,1831480231",FALSE,,,,
8282,1,0,19,0,,"0,144992185",FALSE,,,,
8285,1,0,19,0,,"0,144992185",FALSE,,,,
8286,1,1,27,0,,"0,206041526",FALSE,,,,
8288,1,1,76,0,,"0,5799687398",TRUE,,,,
8292,1,1,28,0,,"0,2136726936",FALSE,,,,
8294,1,1,20,0,,"0,1526233526",FALSE,,,,
8295,1,1,7,0,,"0,0534181734",FALSE,,,,
8296,1,1,21,0,,"0,1602545202",FALSE,,,,
8298,1,0,32,0,,"0,2441973641",FALSE,,,,
8299,1,0,34,0,,"0,2594596994",FALSE,,,,
8301,1,1,27,0,,"0,206041526",FALSE,,,,
8302,1,1,28,0,,"0,2136726936",FALSE,,,,
8303,1,1,25,0,,"0,1907791907",FALSE,,,,
8304,1,0,24,0,,"0,1831480231",FALSE,,,,
8305,1,1,18,0,,"0,1373610173",FALSE,,,,
8307,1,1,30,0,,"0,2289350289",FALSE,,,,
8308,1,1,38,0,,"0,2899843699",FALSE,,,,
8309,1,0,39,0,,"0,2976155375",FALSE,,,,
8310,1,1,31,0,,"0,2365661965",FALSE,,,,
8311,1,0,33,0,,"0,2518285318",FALSE,,,,
8312,1,1,15,0,,"0,1144675144",FALSE,,,,
8313,1,1,23,0,,"0,1755168555",FALSE,,,,
8315,1,0,44,0,,"0,3357713757",TRUE,,,,
8317,1,1,28,0,,"0,2136726936",FALSE,,,,
8318,1,0,34,0,,"0,2594596994",FALSE,,,,
8320,1,0,26,0,,"0,1984103584",FALSE,,,,
8324,1,0,1,0,,"0,007631167629",FALSE,,,,
8327,1,0,24,0,,"0,1831480231",FALSE,,,,
8328,1,0,16,0,,"0,1220986821",FALSE,,,,
8330,1,1,23,0,,"0,1755168555",FALSE,,,,
8331,1,1,33,0,,"0,2518285318",FALSE,,,,
8332,1,1,24,0,,"0,1831480231",FALSE,,,,
8333,1,0,6,0,,"0,04578700578",FALSE,,,,
8335,1,1,31,0,,"0,2365661965",FALSE,,,,
8336,1,0,19,0,,"0,144992185",FALSE,,,,
8339,1,0,32,1,,"0,2889694864",FALSE,,,,
8341,1,1,24,0,,"0,1831480231",FALSE,,,,
8346,1,1,28,0,,"0,2136726936",FALSE,,,,
8347,1,0,19,0,,"0,144992185",FALSE,,,,
8348,1,0,24,0,,"0,1831480231",FALSE,,,,
8349,1,1,52,0,,"0,3968207167",TRUE,,,,
8350,1,0,23,0,,"0,1755168555",FALSE,,,,
8352,1,1,25,0,,"0,1907791907",FALSE,,,,
8353,1,1,22,0,,"0,1678856878",FALSE,,,,
8354,1,1,35,0,,"0,267090867",FALSE,,,,
8355,1,1,24,0,,"0,1831480231",FALSE,,,,
8358,1,0,37,0,,"0,2823532023",FALSE,,,,
8360,1,0,36,0,,"0,2747220347",FALSE,,,,
8361,1,1,0,0,,0,FALSE,,,,
8362,1,1,17,0,,"0,1297298497",FALSE,,,,
8366,1,1,34,0,,"0,2594596994",FALSE,,,,
8368,1,0,18,0,,"0,1373610173",FALSE,,,,
8372,1,1,20,0,,"0,1526233526",FALSE,,,,
