,Transported,HomePlanet,CryoSleep,Age,VIP
4402,False,1.0,True,41.0,False
4403,False,1.0,False,19.0,False
4404,True,1.0,False,42.0,False
4405,False,0.0,False,30.0,False
4406,False,1.0,False,38.0,False
4407,True,0.0,False,63.0,False
4408,False,3.0,False,17.0,False
4409,True,3.0,True,2.0,False
4410,True,3.0,True,19.0,False
4411,False,3.0,False,37.0,False
4412,True,3.0,False,50.0,False
4413,True,1.0,False,38.0,False
4414,True,0.0,False,28.0,True
4415,True,0.0,True,35.0,False
4416,False,0.0,False,27.0,False
4417,False,1.0,False,15.0,False
4418,False,0.0,False,29.0,True
4419,True,0.0,True,65.0,False
4420,True,1.0,False,27.0,False
4421,True,3.0,False,0.0,False
4422,False,3.0,False,21.0,False
4423,True,3.0,True,19.0,False
4424,True,3.0,True,39.0,False
4425,False,1.0,False,60.0,False
4426,False,0.0,False,30.0,False
4427,False,1.0,True,30.0,False
4428,True,1.0,True,40.0,False
4429,False,3.0,False,26.0,False
4430,False,1.0,False,38.0,False
4431,True,3.0,False,22.0,False
4432,False,3.0,False,27.0,False
4433,False,3.0,False,65.0,False
4434,True,1.0,True,61.0,False
4435,False,1.0,False,20.0,False
4436,False,1.0,True,24.0,False
4437,False,1.0,True,16.0,False
4438,True,3.0,True,35.0,False
4439,True,1.0,False,21.0,False
4440,True,1.0,True,23.0,False
4441,True,1.0,False,17.0,False
4442,False,1.0,False,24.0,False
4443,False,1.0,False,27.0,False
4444,True,0.0,False,26.0,False
4445,True,0.0,False,26.0,False
4446,True,0.0,False,20.0,False
4447,True,0.0,True,28.0,False
4448,True,0.0,False,37.0,False
4449,False,3.0,False,23.0,False
4450,True,3.0,True,49.0,False
4451,False,0.0,False,50.0,False
4452,True,0.0,True,4.0,False
4453,True,0.0,True,32.0,False
4454,True,0.0,False,44.0,False
4455,True,1.0,False,20.0,False
4456,False,3.0,False,30.0,False
4457,False,3.0,False,29.0,False
4458,True,1.0,False,22.0,False
4459,True,3.0,True,35.0,False
4460,True,3.0,False,0.0,True
4461,True,3.0,True,6.0,False
4462,True,0.0,False,38.0,False
4463,True,0.0,False,34.0,False
4464,True,0.0,True,34.0,False
4465,False,1.0,False,27.0,False
4466,False,3.0,False,53.0,False
4467,False,0.0,False,28.0,False
4468,False,0.0,False,31.0,False
4469,False,3.0,False,56.0,False
4470,False,3.0,False,36.0,False
4471,False,1.0,False,30.0,False
4472,True,3.0,True,32.0,False
4473,True,0.0,True,44.0,True
4474,True,0.0,True,54.0,False
4475,False,1.0,False,24.0,False
4476,False,1.0,False,44.0,False
4477,False,1.0,False,25.0,False
4478,True,3.0,True,35.0,False
4479,True,3.0,False,29.0,False
4480,True,1.0,False,22.0,False
4481,True,1.0,True,22.0,False
4482,True,1.0,False,22.0,False
4483,True,1.0,True,18.0,False
4484,False,1.0,False,22.0,False
4485,True,1.0,False,52.0,False
4486,True,3.0,True,0.0,False
4487,True,3.0,True,1.0,False
4488,False,3.0,False,34.0,False
4489,True,3.0,True,6.0,False
4490,True,1.0,False,22.0,False
4491,True,1.0,True,31.0,False
4492,False,0.0,False,31.0,False
4493,False,3.0,False,20.0,False
4494,True,3.0,True,25.0,False
4495,True,0.0,True,23.0,False
4496,False,0.0,False,53.0,False
4497,False,0.0,False,32.0,False
4498,True,0.0,True,27.0,False
4499,False,0.0,False,48.0,False
4500,True,0.0,False,37.0,False
4501,True,3.0,True,21.0,False
4502,True,0.0,True,29.0,False
4503,True,0.0,True,46.0,True
4504,False,1.0,False,19.0,False
4505,False,1.0,False,22.0,False
4506,False,0.0,False,54.0,True
4507,True,1.0,False,43.0,False
4508,True,1.0,True,18.0,False
4509,False,0.0,False,36.0,False
4510,True,0.0,False,20.0,False
4511,False,1.0,False,63.0,False
4512,True,1.0,False,50.0,False
4513,True,3.0,False,13.0,False
4514,True,3.0,True,43.0,False
4515,True,1.0,True,16.0,False
4516,True,3.0,True,31.0,False
4517,True,3.0,True,0.0,False
4518,True,3.0,True,10.0,False
4519,False,1.0,True,10.0,False
4520,False,1.0,False,55.0,False
4521,True,1.0,False,18.0,False
4522,True,1.0,False,7.0,False
4523,True,1.0,True,1.0,False
4524,False,1.0,False,44.0,False
4525,False,3.0,False,27.0,False
4526,False,1.0,False,20.0,False
4527,True,0.0,False,49.0,False
4528,True,1.0,True,22.0,False
4529,True,1.0,False,21.0,False
4530,False,3.0,False,26.0,False
4531,True,3.0,False,65.0,False
4532,True,3.0,True,20.0,False
4533,True,3.0,True,0.0,False
4534,True,3.0,True,16.0,False
4535,True,,True,22.0,False
4536,True,3.0,False,0.0,False
4537,False,1.0,False,21.0,False
4538,True,1.0,True,30.0,True
4539,True,1.0,False,14.0,False
4540,False,3.0,False,45.0,False
4541,False,1.0,False,22.0,False
4542,True,3.0,True,21.0,False
4543,False,1.0,False,37.0,False
4544,True,3.0,True,29.0,False
4545,True,3.0,False,29.0,True
4546,True,1.0,False,21.0,True
4547,False,1.0,False,52.0,False
4548,True,,True,36.0,False
4549,True,0.0,True,59.0,False
4550,False,0.0,False,21.0,False
4551,False,0.0,False,25.0,False
4552,False,3.0,False,23.0,False
4553,True,0.0,True,36.0,False
4554,False,1.0,False,38.0,False
4555,True,1.0,True,0.0,False
4556,True,1.0,False,19.0,False
4557,True,1.0,False,30.0,False
4558,True,1.0,False,23.0,False
4559,True,1.0,False,55.0,False
4560,True,1.0,False,44.0,True
4561,False,0.0,False,30.0,False
4562,True,1.0,False,39.0,False
4563,False,1.0,False,19.0,False
4564,False,1.0,False,24.0,False
4565,False,0.0,True,37.0,False
4566,False,1.0,False,24.0,False
4567,True,1.0,False,17.0,False
4568,True,1.0,False,17.0,False
4569,False,1.0,False,14.0,False
4570,False,1.0,False,13.0,False
4571,True,0.0,False,35.0,False
4572,True,3.0,False,32.0,False
4573,True,3.0,True,18.0,False
4574,True,1.0,False,21.0,False
4575,False,3.0,False,25.0,False
4576,False,3.0,False,36.0,False
4577,False,1.0,False,20.0,False
4578,False,1.0,False,22.0,False
4579,True,3.0,True,27.0,False
4580,False,0.0,False,27.0,False
4581,True,,True,38.0,False
4582,False,3.0,True,23.0,False
4583,True,3.0,False,21.0,False
4584,False,1.0,False,18.0,False
4585,True,1.0,False,20.0,False
4586,True,0.0,True,28.0,False
4587,False,1.0,False,57.0,False
4588,True,1.0,False,10.0,False
4589,True,1.0,False,23.0,False
4590,True,0.0,True,22.0,False
4591,True,0.0,True,24.0,False
4592,False,1.0,False,52.0,False
4593,True,1.0,True,31.0,False
4594,True,1.0,True,15.0,False
4595,False,1.0,False,40.0,False
4596,False,1.0,False,18.0,False
4597,True,1.0,False,28.0,False
4598,True,1.0,True,40.0,False
4599,True,1.0,False,32.0,False
4600,False,1.0,False,35.0,False
4601,False,1.0,False,52.0,False
4602,False,1.0,False,34.0,False
4603,False,1.0,True,46.0,False
4604,False,1.0,False,23.0,False
4605,False,1.0,False,44.0,False
4606,False,1.0,False,59.0,False
4607,False,0.0,False,42.0,False
4608,False,1.0,False,18.0,False
4609,False,3.0,False,29.0,False
4610,True,3.0,True,15.0,False
4611,True,3.0,False,19.0,False
4612,False,1.0,True,49.0,False
4613,True,3.0,True,19.0,False
4614,True,0.0,False,36.0,True
4615,True,1.0,True,59.0,False
4616,True,1.0,True,24.0,False
4617,True,3.0,True,4.0,False
4618,True,3.0,True,20.0,False
4619,True,3.0,False,24.0,False
4620,False,3.0,False,31.0,False
4621,True,3.0,False,23.0,False
4622,True,3.0,False,3.0,False
4623,True,3.0,True,22.0,False
4624,True,3.0,False,20.0,False
4625,True,3.0,False,0.0,False
4626,True,3.0,True,13.0,False
4627,True,0.0,True,47.0,False
4628,True,0.0,False,51.0,False
4629,True,3.0,True,22.0,False
4630,True,3.0,True,3.0,False
4631,True,3.0,False,4.0,False
4632,False,,False,16.0,False
4633,False,3.0,False,24.0,False
4634,True,3.0,True,1.0,False
4635,False,1.0,False,31.0,False
4636,False,1.0,False,34.0,False
4637,True,1.0,False,20.0,False
4638,True,1.0,False,19.0,False
4639,True,1.0,True,19.0,False
4640,False,3.0,False,35.0,False
4641,True,1.0,True,3.0,True
4642,True,1.0,True,36.0,False
4643,True,3.0,True,20.0,True
4644,True,0.0,False,27.0,False
4645,False,0.0,False,58.0,False
4646,False,0.0,False,56.0,False
4647,True,1.0,True,27.0,False
4648,False,1.0,True,25.0,False
4649,False,1.0,True,39.0,False
4650,True,3.0,False,43.0,False
4651,True,3.0,True,42.0,False
4652,True,1.0,False,24.0,False
4653,True,1.0,True,19.0,False
4654,False,1.0,False,32.0,False
4655,True,3.0,False,32.0,False
4656,True,1.0,True,61.0,False
4657,False,3.0,False,64.0,False
4658,False,1.0,True,21.0,False
4659,False,1.0,False,26.0,False
4660,True,0.0,False,35.0,False
4661,False,1.0,False,43.0,False
4662,True,1.0,True,3.0,False
4663,False,0.0,False,56.0,False
4664,True,0.0,True,45.0,False
4665,True,1.0,True,25.0,False
4666,True,1.0,False,12.0,False
4667,True,1.0,True,2.0,False
4668,True,1.0,False,46.0,False
4669,False,1.0,False,32.0,False
4670,False,1.0,False,20.0,False
4671,False,1.0,True,24.0,False
4672,False,1.0,False,28.0,False
4673,False,1.0,False,12.0,False
4674,False,1.0,False,11.0,False
4675,True,1.0,True,16.0,False
4676,True,1.0,True,29.0,False
4677,False,1.0,False,24.0,False
4678,True,1.0,False,22.0,False
4679,True,1.0,False,21.0,False
4680,False,1.0,False,38.0,False
4681,False,0.0,True,35.0,False
4682,False,1.0,False,79.0,False
4683,False,1.0,False,22.0,False
4684,True,1.0,False,42.0,False
4685,True,3.0,True,34.0,False
4686,True,0.0,True,52.0,False
4687,True,1.0,True,43.0,False
4688,False,1.0,False,30.0,False
4689,True,1.0,True,35.0,False
4690,False,1.0,True,18.0,False
4691,True,0.0,True,27.0,False
4692,False,1.0,False,46.0,False
4693,True,0.0,True,15.0,False
4694,True,0.0,True,44.0,False
4695,False,0.0,False,20.0,False
4696,False,3.0,False,35.0,False
4697,True,3.0,True,19.0,False
4698,True,3.0,True,47.0,False
4699,False,3.0,False,26.0,True
4700,True,1.0,True,24.0,False
4701,True,1.0,False,23.0,False
4702,False,,False,26.0,False
4703,True,3.0,True,5.0,False
4704,False,0.0,False,35.0,False
4705,False,3.0,False,18.0,False
4706,True,3.0,True,32.0,False
4707,True,1.0,True,13.0,False
4708,False,1.0,False,15.0,False
4709,True,1.0,False,18.0,False
4710,True,0.0,False,41.0,False
4711,False,1.0,False,36.0,False
4712,False,1.0,False,33.0,False
4713,False,1.0,False,41.0,False
4714,False,0.0,False,47.0,False
4715,True,0.0,True,32.0,False
4716,False,1.0,False,36.0,False
4717,True,1.0,True,13.0,False
4718,False,1.0,True,34.0,False
4719,False,1.0,False,24.0,False
4720,False,3.0,False,16.0,False
4721,True,3.0,True,12.0,False
4722,True,3.0,False,24.0,False
4723,False,3.0,False,35.0,False
4724,False,0.0,False,26.0,False
4725,False,0.0,False,39.0,False
4726,True,1.0,False,18.0,False
4727,False,1.0,False,23.0,False
4728,True,1.0,True,29.0,False
4729,True,1.0,False,38.0,False
4730,False,1.0,False,31.0,False
4731,False,3.0,False,49.0,False
4732,True,3.0,True,17.0,False
4733,True,3.0,False,23.0,False
4734,True,1.0,True,15.0,False
4735,True,3.0,True,11.0,False
4736,False,3.0,False,30.0,True
4737,True,3.0,True,42.0,False
4738,False,1.0,False,21.0,False
4739,True,0.0,True,41.0,False
4740,True,0.0,True,14.0,False
4741,False,0.0,False,27.0,False
4742,False,0.0,False,29.0,True
4743,True,0.0,True,25.0,False
4744,True,0.0,False,54.0,False
4745,False,1.0,False,46.0,False
4746,True,1.0,False,18.0,False
4747,False,0.0,False,22.0,False
4748,True,0.0,True,29.0,False
4749,False,0.0,False,26.0,False
4750,True,1.0,False,36.0,False
4751,True,1.0,True,19.0,False
4752,False,1.0,False,56.0,False
4753,True,1.0,False,20.0,True
4754,False,1.0,False,10.0,False
4755,False,1.0,True,14.0,False
4756,True,3.0,True,27.0,False
4757,False,3.0,False,35.0,False
4758,False,1.0,False,13.0,False
4759,False,1.0,False,21.0,False
4760,False,1.0,True,22.0,False
4761,False,0.0,True,29.0,False
4762,False,0.0,False,32.0,False
4763,True,1.0,False,20.0,False
4764,False,3.0,False,44.0,False
4765,True,1.0,False,22.0,False
4766,False,0.0,False,39.0,False
4767,True,0.0,False,19.0,False
4768,False,1.0,True,0.0,False
4769,False,1.0,True,0.0,False
4770,True,,False,12.0,False
4771,False,1.0,True,7.0,False
4772,False,1.0,False,32.0,False
4773,True,1.0,False,11.0,False
4774,False,1.0,False,18.0,False
4775,False,0.0,False,49.0,True
4776,True,3.0,True,61.0,False
4777,True,1.0,True,7.0,False
4778,True,1.0,False,25.0,False
4779,True,1.0,False,51.0,False
4780,True,0.0,True,56.0,False
4781,True,1.0,False,31.0,False
4782,True,1.0,True,16.0,False
4783,True,1.0,True,29.0,False
4784,True,1.0,True,17.0,False
4785,True,1.0,False,47.0,False
4786,False,0.0,False,25.0,False
4787,False,0.0,False,28.0,False
4788,False,0.0,False,32.0,False
4789,True,0.0,True,56.0,False
4790,True,0.0,True,25.0,False
4791,True,0.0,True,13.0,False
4792,True,0.0,True,41.0,False
4793,True,0.0,True,28.0,False
4794,True,3.0,True,25.0,False
4795,True,3.0,True,11.0,False
4796,False,3.0,False,20.0,False
4797,True,1.0,False,24.0,False
4798,False,1.0,False,41.0,False
4799,False,1.0,False,29.0,False
4800,True,0.0,True,59.0,False
4801,True,1.0,False,31.0,False
4802,False,1.0,False,16.0,False
4803,False,3.0,False,65.0,False
4804,True,3.0,False,21.0,False
4805,True,1.0,True,27.0,False
4806,True,1.0,True,37.0,False
4807,False,1.0,False,42.0,False
4808,True,1.0,False,36.0,False
4809,False,1.0,True,24.0,False
4810,True,1.0,True,27.0,False
4811,False,1.0,False,19.0,False
4812,False,1.0,False,26.0,False
4813,True,1.0,True,19.0,False
4814,False,1.0,False,26.0,False
4815,False,1.0,False,35.0,False
4816,False,1.0,False,24.0,False
4817,True,,False,9.0,False
4818,True,0.0,False,40.0,False
4819,True,1.0,True,23.0,False
4820,True,3.0,False,4.0,False
4821,False,3.0,False,20.0,False
4822,True,3.0,True,21.0,False
4823,True,3.0,False,4.0,False
4824,True,1.0,True,19.0,True
4825,True,1.0,True,18.0,False
4826,True,1.0,False,26.0,False
4827,False,1.0,False,13.0,False
4828,True,1.0,True,16.0,False
4829,True,3.0,True,14.0,False
4830,False,0.0,False,40.0,False
4831,False,3.0,False,34.0,True
4832,True,0.0,True,21.0,False
4833,True,0.0,False,29.0,False
4834,True,1.0,True,40.0,False
4835,False,1.0,False,16.0,False
4836,False,1.0,False,37.0,False
4837,True,3.0,True,41.0,False
4838,True,3.0,True,16.0,False
4839,False,3.0,False,39.0,False
4840,True,1.0,True,30.0,False
4841,True,1.0,False,40.0,False
4842,True,1.0,False,63.0,False
4843,True,3.0,False,32.0,False
4844,False,1.0,False,47.0,False
4845,False,1.0,False,23.0,False
4846,False,1.0,False,23.0,False
4847,True,3.0,True,19.0,False
4848,True,0.0,True,44.0,False
4849,False,0.0,False,29.0,False
4850,False,1.0,False,21.0,False
4851,False,1.0,False,23.0,False
4852,True,0.0,False,26.0,True
4853,True,0.0,True,47.0,False
4854,True,1.0,True,20.0,False
4855,True,0.0,True,48.0,False
4856,True,1.0,True,4.0,False
4857,True,1.0,False,25.0,False
4858,True,1.0,False,0.0,False
4859,False,3.0,False,29.0,False
4860,False,1.0,False,21.0,False
4861,False,,False,20.0,False
4862,False,1.0,False,34.0,False
4863,True,1.0,True,9.0,False
4864,False,1.0,True,12.0,False
4865,False,1.0,False,13.0,False
4866,True,3.0,True,27.0,False
4867,True,0.0,False,34.0,False
4868,True,0.0,True,18.0,False
4869,True,0.0,True,16.0,False
4870,True,1.0,True,43.0,False
4871,False,1.0,True,0.0,False
4872,True,1.0,False,20.0,False
4873,False,3.0,False,45.0,False
4874,False,0.0,False,35.0,False
4875,False,1.0,True,21.0,False
4876,True,1.0,True,14.0,False
4877,False,1.0,False,46.0,False
4878,False,1.0,False,22.0,False
4879,True,1.0,False,2.0,False
4880,True,1.0,True,3.0,False
4881,True,1.0,True,28.0,False
4882,False,1.0,False,60.0,False
4883,False,1.0,False,48.0,False
4884,True,1.0,False,18.0,False
4885,False,1.0,False,31.0,False
4886,True,0.0,True,26.0,False
4887,False,0.0,False,41.0,False
4888,True,1.0,False,26.0,False
4889,True,1.0,False,29.0,False
4890,False,1.0,False,24.0,False
4891,True,1.0,False,25.0,False
4892,False,1.0,False,0.0,False
4893,False,1.0,True,30.0,False
4894,True,0.0,True,18.0,False
4895,True,0.0,True,32.0,False
4896,False,1.0,False,28.0,False
4897,False,3.0,False,21.0,False
4898,False,1.0,False,25.0,False
4899,True,3.0,False,47.0,False
4900,True,3.0,True,27.0,False
4901,True,3.0,True,8.0,False
4902,False,1.0,False,24.0,False
4903,True,3.0,True,30.0,False
4904,True,1.0,True,24.0,False
4905,True,1.0,True,13.0,False
4906,False,1.0,False,16.0,False
4907,True,3.0,False,23.0,False
4908,True,3.0,False,16.0,False
4909,False,1.0,False,29.0,False
4910,True,1.0,False,46.0,False
4911,False,1.0,True,13.0,False
4912,True,1.0,True,22.0,False
4913,True,1.0,True,29.0,False
4914,True,1.0,True,46.0,False
4915,True,1.0,False,24.0,False
4916,True,1.0,True,33.0,False
4917,False,3.0,False,38.0,False
4918,True,1.0,True,57.0,False
4919,True,1.0,False,27.0,False
4920,True,1.0,False,38.0,False
4921,True,1.0,False,28.0,False
4922,False,3.0,False,25.0,False
4923,True,3.0,True,22.0,False
4924,True,3.0,False,33.0,False
4925,True,1.0,False,35.0,False
4926,True,1.0,False,24.0,False
4927,True,0.0,True,31.0,False
4928,True,0.0,True,16.0,False
4929,True,0.0,True,28.0,False
4930,True,0.0,False,8.0,False
4931,True,3.0,True,20.0,False
4932,False,3.0,False,26.0,False
4933,False,0.0,False,43.0,False
4934,True,0.0,False,70.0,False
4935,True,1.0,True,17.0,False
4936,True,1.0,True,14.0,False
4937,True,1.0,True,21.0,False
4938,True,1.0,False,37.0,False
4939,False,1.0,False,15.0,False
4940,False,0.0,False,20.0,False
4941,False,0.0,False,36.0,True
4942,True,1.0,False,14.0,False
4943,True,1.0,False,21.0,False
4944,False,1.0,False,28.0,False
4945,True,3.0,True,20.0,False
4946,False,1.0,False,26.0,False
4947,False,1.0,False,25.0,False
4948,False,1.0,False,29.0,False
4949,True,0.0,False,39.0,True
4950,True,1.0,False,18.0,False
4951,True,0.0,True,37.0,False
4952,False,1.0,False,28.0,False
4953,True,1.0,False,18.0,False
4954,False,1.0,False,30.0,False
4955,True,1.0,False,35.0,False
4956,True,1.0,False,26.0,False
4957,True,1.0,True,0.0,False
4958,True,1.0,False,42.0,False
4959,True,1.0,False,36.0,False
4960,False,1.0,False,31.0,False
4961,False,1.0,False,27.0,False
4962,True,0.0,False,25.0,False
4963,True,1.0,True,32.0,False
4964,True,1.0,True,14.0,False
4965,True,1.0,True,16.0,False
4966,True,1.0,True,51.0,False
4967,True,0.0,True,21.0,False
4968,True,0.0,True,31.0,False
4969,False,1.0,False,9.0,False
4970,True,1.0,False,7.0,False
4971,True,1.0,False,3.0,False
4972,True,1.0,True,2.0,False
4973,False,1.0,False,7.0,False
4974,False,3.0,False,18.0,False
4975,True,3.0,True,33.0,False
4976,True,1.0,False,23.0,False
4977,True,0.0,True,13.0,False
4978,False,3.0,False,32.0,False
4979,True,0.0,True,27.0,False
4980,True,1.0,False,23.0,False
4981,True,0.0,False,25.0,True
4982,False,1.0,False,18.0,False
4983,True,3.0,True,23.0,False
4984,True,0.0,True,31.0,False
4985,False,0.0,False,32.0,False
4986,True,3.0,True,22.0,False
4987,True,3.0,True,38.0,False
4988,True,1.0,False,21.0,False
4989,True,3.0,True,28.0,False
4990,False,0.0,False,38.0,False
4991,True,1.0,False,20.0,False
4992,False,1.0,False,23.0,False
4993,True,1.0,False,48.0,False
4994,True,1.0,True,15.0,False
4995,True,1.0,False,30.0,False
4996,True,3.0,False,40.0,False
4997,False,1.0,False,36.0,False
4998,True,1.0,True,20.0,False
4999,False,3.0,False,17.0,False
5000,False,0.0,False,38.0,False
5001,True,0.0,True,38.0,False
5002,False,3.0,False,14.0,False
5003,False,3.0,False,27.0,False
5004,True,1.0,False,21.0,False
5005,False,0.0,False,18.0,False
5006,True,3.0,False,26.0,False
5007,False,0.0,False,35.0,False
5008,False,3.0,True,46.0,False
5009,True,0.0,True,13.0,False
5010,True,0.0,False,39.0,False
5011,False,3.0,False,49.0,False
5012,False,3.0,False,28.0,False
5013,True,1.0,False,27.0,False
5014,True,1.0,True,21.0,False
5015,False,1.0,False,29.0,False
5016,False,,False,27.0,False
5017,True,3.0,True,38.0,False
5018,True,1.0,False,18.0,False
5019,True,0.0,True,35.0,False
5020,True,3.0,True,37.0,False
5021,False,1.0,False,60.0,False
5022,True,0.0,True,31.0,False
5023,True,0.0,True,4.0,False
5024,True,,False,34.0,False
5025,True,0.0,False,46.0,False
5026,False,1.0,False,18.0,False
5027,False,3.0,False,38.0,False
5028,True,1.0,False,29.0,False
5029,True,0.0,True,13.0,False
5030,True,0.0,True,26.0,False
5031,False,0.0,False,30.0,False
5032,False,1.0,False,42.0,False
5033,False,3.0,False,36.0,False
5034,False,1.0,False,23.0,False
5035,True,0.0,False,34.0,True
5036,True,0.0,False,26.0,False
5037,False,3.0,False,31.0,False
5038,False,3.0,False,48.0,False
5039,True,1.0,True,10.0,False
5040,True,3.0,False,27.0,False
5041,False,3.0,False,32.0,True
5042,True,1.0,True,24.0,False
5043,True,1.0,True,20.0,False
5044,True,1.0,False,48.0,False
5045,False,3.0,False,35.0,True
5046,True,3.0,False,14.0,False
5047,True,3.0,False,28.0,False
5048,False,3.0,False,27.0,False
5049,True,3.0,True,42.0,False
5050,True,3.0,True,8.0,False
5051,True,3.0,True,30.0,False
5052,False,1.0,False,44.0,False
5053,False,3.0,False,40.0,True
5054,False,1.0,False,38.0,False
5055,False,,False,22.0,True
5056,False,3.0,False,32.0,False
5057,False,3.0,False,16.0,False
5058,False,3.0,False,33.0,False
5059,False,0.0,False,38.0,False
5060,True,1.0,True,23.0,False
5061,True,1.0,False,16.0,False
5062,False,1.0,False,16.0,False
5063,False,1.0,False,11.0,False
5064,False,1.0,False,22.0,False
5065,False,1.0,False,43.0,False
5066,True,1.0,True,20.0,False
5067,False,1.0,False,22.0,False
5068,True,3.0,False,0.0,False
5069,False,3.0,False,30.0,False
5070,True,3.0,True,18.0,False
5071,True,3.0,False,0.0,False
5072,False,3.0,True,41.0,False
5073,True,1.0,False,39.0,False
5074,False,1.0,False,37.0,False
5075,True,0.0,True,26.0,False
5076,False,3.0,False,49.0,False
5077,True,3.0,False,28.0,False
5078,False,3.0,False,13.0,False
5079,False,,False,64.0,False
5080,False,1.0,False,24.0,False
5081,True,,True,18.0,False
5082,False,3.0,False,18.0,False
5083,False,3.0,False,25.0,False
5084,False,1.0,True,19.0,False
5085,True,1.0,False,33.0,False
5086,True,1.0,True,27.0,True
5087,False,3.0,False,50.0,False
5088,False,1.0,False,30.0,False
5089,True,3.0,False,44.0,False
5090,False,1.0,True,52.0,False
5091,True,1.0,True,7.0,False
5092,False,1.0,False,30.0,False
5093,False,1.0,False,27.0,False
5094,True,0.0,True,24.0,False
5095,False,1.0,False,13.0,False
5096,False,,False,61.0,False
5097,True,1.0,True,32.0,False
5098,True,3.0,True,17.0,False
5099,True,3.0,True,36.0,False
5100,True,1.0,True,16.0,False
5101,True,,False,21.0,False
5102,True,0.0,True,24.0,False
5103,False,1.0,False,28.0,False
5104,False,3.0,False,27.0,False
5105,False,3.0,False,13.0,False
5106,False,1.0,False,39.0,False
5107,False,1.0,False,24.0,False
5108,False,0.0,False,38.0,False
5109,False,3.0,False,20.0,False
5110,True,1.0,False,21.0,False
5111,False,3.0,False,27.0,False
5112,False,,False,49.0,False
5113,True,3.0,True,6.0,False
5114,True,0.0,True,41.0,False
5115,False,0.0,False,33.0,True
5116,True,0.0,False,6.0,False
5117,False,0.0,False,35.0,False
5118,False,0.0,False,46.0,False
5119,False,1.0,False,31.0,False
5120,True,0.0,True,32.0,True
5121,True,0.0,True,31.0,False
5122,False,1.0,True,20.0,False
5123,False,1.0,False,57.0,False
5124,True,1.0,False,37.0,False
5125,True,1.0,True,21.0,False
5126,False,1.0,False,43.0,False
5127,True,1.0,False,49.0,False
5128,True,1.0,False,17.0,False
5129,False,3.0,False,29.0,False
5130,True,1.0,True,36.0,False
5131,False,0.0,False,37.0,False
5132,False,1.0,False,17.0,False
5133,True,3.0,True,45.0,False
5134,False,1.0,False,20.0,False
5135,True,3.0,True,24.0,False
5136,True,0.0,True,28.0,False
5137,True,0.0,False,15.0,False
5138,False,0.0,False,53.0,False
5139,True,0.0,True,51.0,False
5140,True,1.0,True,14.0,False
5141,False,1.0,True,1.0,False
5142,False,3.0,False,26.0,False
5143,False,1.0,False,20.0,False
5144,False,1.0,False,23.0,False
5145,True,1.0,False,22.0,False
5146,True,1.0,True,22.0,False
5147,True,0.0,True,13.0,False
5148,True,0.0,False,28.0,False
5149,True,1.0,True,40.0,False
5150,False,3.0,False,21.0,False
5151,True,1.0,False,35.0,False
5152,False,1.0,False,22.0,False
5153,True,0.0,True,37.0,False
5154,False,3.0,False,21.0,False
5155,False,1.0,False,50.0,False
5156,True,1.0,False,27.0,False
5157,True,1.0,True,20.0,False
5158,True,1.0,True,15.0,False
5159,False,1.0,False,25.0,False
5160,False,0.0,False,31.0,False
5161,True,0.0,False,27.0,False
5162,True,1.0,True,18.0,False
5163,True,1.0,True,2.0,False
5164,True,1.0,False,27.0,False
5165,True,1.0,False,0.0,False
5166,False,1.0,False,22.0,False
5167,False,3.0,False,27.0,False
5168,True,1.0,False,56.0,False
5169,False,1.0,False,28.0,False
5170,True,1.0,False,42.0,False
5171,True,1.0,False,20.0,False
5172,True,1.0,False,27.0,False
5173,False,1.0,False,29.0,False
5174,True,1.0,False,36.0,False
5175,False,1.0,False,23.0,False
5176,True,1.0,True,64.0,False
5177,False,1.0,False,19.0,False
5178,False,1.0,True,1.0,False
5179,False,1.0,True,49.0,False
5180,True,1.0,True,0.0,False
5181,False,1.0,False,18.0,False
5182,False,0.0,False,39.0,False
5183,False,3.0,False,37.0,False
5184,True,3.0,True,44.0,False
5185,False,3.0,False,43.0,False
5186,True,3.0,True,33.0,False
5187,True,1.0,False,20.0,True
5188,True,1.0,False,0.0,False
5189,True,1.0,False,4.0,False
5190,True,3.0,True,20.0,False
5191,False,3.0,False,50.0,True
5192,True,3.0,True,47.0,False
5193,True,3.0,True,17.0,False
5194,False,0.0,False,26.0,False
5195,True,1.0,False,21.0,False
5196,True,3.0,True,20.0,False
5197,True,0.0,True,26.0,False
5198,False,3.0,False,27.0,True
5199,True,1.0,False,34.0,False
5200,True,1.0,True,11.0,False
5201,True,1.0,True,0.0,False
5202,False,0.0,False,28.0,False
5203,True,1.0,False,33.0,False
5204,True,1.0,True,22.0,False
5205,False,3.0,True,28.0,False
5206,True,3.0,True,11.0,False
5207,False,3.0,False,60.0,False
5208,True,,False,43.0,True
5209,False,1.0,False,27.0,False
5210,True,1.0,True,37.0,False
5211,True,1.0,True,23.0,False
5212,False,3.0,False,57.0,False
5213,True,0.0,True,29.0,False
5214,False,0.0,False,28.0,False
5215,False,0.0,False,42.0,False
5216,False,0.0,False,43.0,False
5217,True,0.0,True,26.0,False
5218,False,0.0,False,72.0,False
5219,False,0.0,False,49.0,False
5220,True,0.0,True,29.0,True
5221,False,1.0,True,18.0,False
5222,True,1.0,False,26.0,False
5223,True,3.0,True,19.0,False
5224,False,1.0,False,18.0,False
5225,False,1.0,False,14.0,False
5226,False,3.0,False,44.0,False
